name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
london,2023-08-04,19.5,15.1,17.1,19.5,15.1,17.1,12,72.1,0,0,0,rain,0,0,24.1,17.5,301.9,1016.6,77.8,22.3,97,8.3,9,10,2023-08-04T05:28:16,2023-08-04T20:44:06,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03684099999,03772099999,03770099999"
london,2023-08-05,18.5,13.1,15.2,18.5,13.1,15.2,12.3,83,0.079,100,54.17,rain,0,0,43,25.7,238,1008.1,88.7,15.3,56.9,4.8,2,10,2023-08-05T05:29:47,2023-08-05T20:42:22,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,F6665,03772099999,03770099999"
london,2023-08-06,20.3,11,15.8,20.3,11,15.8,9.7,68.1,6.162,100,12.5,rain,0,0,36.6,20.7,306.9,1016.1,50.5,24.3,137.2,12,9,10,2023-08-06T05:31:20,2023-08-06T20:40:37,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03684099999,03772099999,03770099999"
london,2023-08-07,21.7,11.1,16.5,21.7,11.1,16.5,9.6,66.1,0,0,0,,0,0,35.6,22.8,272.9,1019.3,23.7,24.5,130.8,11.3,8,10,2023-08-07T05:32:52,2023-08-07T20:38:50,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,EGWU,EGLL,03768399999,03781099999,03672099999,03684099999,03768099999,03772099999,03680099999,D5621,EGLC,03770099999"
london,2023-08-08,17.5,12.5,15.2,17.5,12.5,15.2,12.8,85.4,0.018,100,29.17,rain,0,0,33.5,19.7,244,1015.2,79.4,14.5,59.2,4.9,2,10,2023-08-08T05:34:25,2023-08-08T20:37:01,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03684099999,03772099999,03770099999"
london,2023-08-09,24,12.6,18.1,24,12.6,18.1,12.4,72.1,2.983,100,12.5,rain,0,0,21.9,13.8,259.9,1017.5,35.9,19.4,151.5,13,8,10,2023-08-09T05:35:59,2023-08-09T20:35:11,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03684099999,03772099999,03770099999"
london,2023-08-10,26.6,14.5,20.7,26.6,14.5,20.7,14.3,68.4,0,0,0,,0,0,31.3,17.2,188.7,1019,23.1,23,134,11.6,7,10,2023-08-10T05:37:33,2023-08-10T20:33:19,0.8,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"03769099999,EGWU,EGLL,03768399999,03781099999,03672099999,03684099999,03658099999,03772099999,03680099999,D5621,03761099999,EGLC,03770099999"
london,2023-08-11,24.6,18.6,21.1,24.6,18.6,21.1,15.6,71.1,0,0,0,rain,0,0,34.9,20.3,220.4,1017.3,70.7,18.6,127.3,11.1,9,10,2023-08-11T05:39:07,2023-08-11T20:31:27,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03684099999,03772099999,03770099999"
london,2023-08-12,21.1,15.1,18.6,21.1,15.1,18.6,13.4,72.1,0,0,0,rain,0,0,44.6,27.6,221.6,1014.4,75.7,14.8,112.3,9.6,7,10,2023-08-12T05:40:41,2023-08-12T20:29:32,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-08-13,22.6,16.3,18.7,22.6,16.3,18.7,12.6,68.6,0.003,100,12.5,rain,0,0,39.3,26.9,224.1,1013.7,73,19.6,92.8,7.9,4,10,2023-08-13T05:42:15,2023-08-13T20:27:37,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03684099999,03772099999,03770099999"
london,2023-08-14,21.6,15.6,18.5,21.6,15.6,18.5,14.7,78.7,0.027,100,16.67,rain,0,0,37.5,24.3,195.7,1010.9,82.8,15.6,90.6,7.7,6,10,2023-08-14T05:43:50,2023-08-14T20:25:40,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-08-15,24.6,13,18.6,24.6,13,18.6,13.1,71.9,0,0,0,,0,0,26.8,16,250.6,1015.5,35.3,22.5,161.3,13.7,8,10,2023-08-15T05:45:25,2023-08-15T20:23:42,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03684099999,03772099999,03770099999"
london,2023-08-16,26.3,14.6,20,26.3,14.6,20,12.4,64.8,0.198,100,4.17,rain,0,0,23.2,14,69.1,1020,10.9,18.8,139.8,11.9,8,10,2023-08-16T05:47:00,2023-08-16T20:21:42,0,Rain,Clear conditions throughout the day with afternoon rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03684099999,03772099999,03770099999"
london,2023-08-17,23.5,16.8,19.7,23.5,16.8,19.7,14.3,72.3,0,0,0,rain,0,0,42.5,24.5,85.5,1019.5,49.8,13.7,79.3,7,7,10,2023-08-17T05:48:35,2023-08-17T20:19:42,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,EGWU,EGLL,03768399999,03781099999,03672099999,03684099999,03768099999,03772099999,03680099999,D5621,03761099999,EGLC,03770099999"
london,2023-08-18,22.8,18.1,20.2,22.8,18.1,20.2,16.6,79.8,0.026,100,16.67,rain,0,0,29.5,22.3,98.9,1013.4,88.5,10.1,81.9,7.1,6,10,2023-08-18T05:50:11,2023-08-18T20:17:40,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03684099999,03768099999,03772099999,03770099999"
london,2023-08-19,23.5,17.6,20.4,23.5,17.6,20.4,15.3,73.6,0.011,100,8.33,rain,0,0,38,26.9,216.4,1013.3,62.7,15.4,142.7,12.2,8,10,2023-08-19T05:51:46,2023-08-19T20:15:38,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03684099999,03772099999,03770099999"
london,2023-08-20,24.8,15.3,19.8,24.8,15.3,19.8,13.7,69.7,0,0,0,rain,0,0,31.2,19.6,227,1021.4,42.6,19.4,109,9.4,8,10,2023-08-20T05:53:22,2023-08-20T20:13:34,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-08-21,24.1,15.3,19.3,24.1,15.3,19.3,13.9,72.7,0,0,0,,0,0,26.8,16.6,229.8,1023.1,56.1,17.2,103.4,8.9,8,10,2023-08-21T05:54:57,2023-08-21T20:11:30,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03684099999,03772099999,03770099999"
london,2023-08-22,26,15.6,20,26,15.6,20,13.6,68.6,0,0,0,,0,0,27.8,20.5,251.5,1020.4,38.6,19.2,128.3,11,8,10,2023-08-22T05:56:33,2023-08-22T20:09:24,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03684099999,03772099999,03770099999"
london,2023-08-23,27.6,15.3,21.1,27.4,15.3,21.1,13,62.5,0,0,0,,0,0,17.5,10.9,251.3,1019.4,30.3,22.4,132.3,11.6,7,10,2023-08-23T05:58:08,2023-08-23T20:07:18,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03684099999,03768099999,03772099999,03770099999"
london,2023-08-24,24.5,17.6,20.3,24.5,17.6,20.3,15.5,74.9,0.005,100,16.67,rain,0,0,40.3,13.5,251.7,1012.1,49.8,16.9,94,8.1,7,10,2023-08-24T05:59:44,2023-08-24T20:05:10,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,EGWU,EGLL,03768399999,03781099999,03672099999,03684099999,03768099999,03772099999,03680099999,D5621,03761099999,EGLC,03770099999"
london,2023-08-25,21.1,14.8,17.7,21.1,14.8,17.7,9.5,60.2,2.982,100,4.17,rain,0,0,25.3,21.3,274.1,1009.6,62.3,19.5,234.3,20.2,9,10,2023-08-25T06:01:20,2023-08-25T20:03:02,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03768399999,03781099999,03672099999,03684099999,03768099999,03658099999,03772099999,03680099999,D5621,F6665,EGLC,03770099999"
london,2023-08-26,19.3,12.5,15,19.3,12.5,15,11.9,82.8,10.543,100,16.67,rain,0,0,29.2,19.3,242.8,1008.3,55.8,15.5,202.7,17.5,9,10,2023-08-26T06:02:55,2023-08-26T20:00:53,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,F6665,03672099999,03684099999,03772099999,03770099999"
london,2023-08-27,19.8,11.6,15.7,19.8,11.6,15.7,10.7,74.3,0,0,0,rain,0,0,29.1,24.2,283.3,1010.4,46.1,15.8,106.3,9.3,9,10,2023-08-27T06:04:31,2023-08-27T19:58:43,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,EGWU,03680099999,EGLL,D5621,03672099999,03684099999,03768099999,EGLC,03772099999,03770099999"
london,2023-08-28,20.5,11.3,15.9,20.5,11.3,15.9,10.2,70.8,0,0,0,,0,0,21.6,17.4,313.8,1014.2,45.6,19.1,80.8,7,5,10,2023-08-28T06:06:07,2023-08-28T19:56:33,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03684099999,03772099999,03770099999"
london,2023-08-29,20.3,14.6,16.9,20.3,14.6,16.9,10.7,68.4,0.201,100,12.5,rain,0,0,24.1,20.6,242.4,1012,73.1,16.8,92,7.9,6,10,2023-08-29T06:07:42,2023-08-29T19:54:22,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03684099999,03772099999,03770099999"
london,2023-08-30,20.6,11.5,15.8,20.6,11.5,15.8,9.6,68.3,0.002,100,8.33,rain,0,0,25.9,20.7,291.1,1008.3,38.4,15.3,92,8,4,10,2023-08-30T06:09:18,2023-08-30T19:52:10,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03684099999,03772099999,03770099999"
london,2023-08-31,17.4,11.8,14.6,17.4,11.8,14.6,11.2,80.7,0.4,100,16.67,rain,0,0,20.4,14.1,180.3,1009.6,68.8,13.6,79.8,6.9,3,10,2023-08-31T06:10:54,2023-08-31T19:49:57,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,EGWU,03680099999,D5621,03672099999,03684099999,03768099999,03761099999,EGLC,03658099999,03772099999,03770099999"
london,2023-09-01,22.3,14.6,18.4,22.3,14.6,18.4,15.4,83,0.232,100,33.33,rain,0,0,16.6,10.2,21.8,1010.3,83.8,14.3,57.8,5.3,2,10,2023-09-01T06:12:29,2023-09-01T19:47:44,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03684099999,03768099999,03781099999,03772099999,03770099999"
london,2023-09-02,23.5,17.3,19.7,23.5,17.3,19.7,15.4,76.8,0,0,0,rain,0,0,23.7,16,66.3,1020,63.5,17.6,68.5,5.9,3,10,2023-09-02T06:14:05,2023-09-02T19:45:31,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-09-03,26.6,14.1,19.8,26.6,14.1,19.8,14.7,74.5,0,0,0,,0,0,15.2,11.8,67.6,1026.5,24.2,11.2,131.7,11.4,7,10,2023-09-03T06:15:40,2023-09-03T19:43:17,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03684099999,03772099999,03770099999"
london,2023-09-04,29,16.6,21.6,28.5,16.6,21.5,14.2,67.2,0,0,0,,0,0,25.5,18.3,81.5,1022.7,9.5,17,123.9,10.6,7,10,2023-09-04T06:17:16,2023-09-04T19:41:02,0.65,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-09-05,29.2,16.1,21.9,28.8,16.1,21.9,14.5,65.7,0,0,0,,0,0,33.1,20.8,78.9,1017.2,8.4,15.8,108.5,9.4,7,10,2023-09-05T06:18:51,2023-09-05T19:38:47,0.68,Clear,Clear conditions throughout the day.,clear-day,"03769099999,EGWU,03680099999,EGLL,D5621,03781099999,03672099999,03684099999,EGLC,03772099999,03770099999"
london,2023-09-06,30.8,16.6,23.1,31,16.6,23.2,16.1,67,0,0,0,,0,0,14.8,8.4,56.6,1018.4,0.1,11.9,161.3,14,6,10,2023-09-06T06:20:27,2023-09-06T19:36:31,0.75,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,D5621,03781099999,03672099999,03684099999,F6665,03768099999,EGLC,03772099999,03770099999"
london,2023-09-07,31.1,18.3,24.1,30.5,18.3,24,16.6,66.7,0,0,0,,0,0,20.5,14.8,64.3,1016.9,2.1,11.1,112.9,9.9,6,10,2023-09-07T06:22:02,2023-09-07T19:34:15,0.75,Clear,Clear conditions throughout the day.,clear-day,"03769099999,EGWU,03768399999,03672099999,03684099999,03768099999,03781099999,03658099999,03772099999,03680099999,D5621,03761099999,EGLC,03770099999"
london,2023-09-08,30.1,18.3,23.7,30.7,18.3,23.8,17.1,69,0,0,0,,0,0,13,10.1,246.8,1016.2,28,18.3,91.3,8,4,10,2023-09-08T06:23:38,2023-09-08T19:31:59,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03684099999,03781099999,03768099999,EGLC,03772099999,03770099999"
london,2023-09-09,32.6,18.1,25.2,32.5,18.1,25.1,16.2,61,0,0,0,,0,0,14.8,8.3,305.3,1015.6,7.8,17.8,104.5,9,6,10,2023-09-09T06:25:13,2023-09-09T19:29:42,0.81,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,D5621,03781099999,03672099999,03684099999,03768099999,03772099999,03770099999"
london,2023-09-10,30.6,19.8,23.9,32.1,19.8,24.1,17.5,69,0,0,0,rain,0,0,25.9,19.8,219.2,1014.8,8.5,16.2,110.8,9.6,6,10,2023-09-10T06:26:49,2023-09-10T19:27:25,0.85,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,D5621,03781099999,03672099999,03684099999,03772099999,03770099999"
london,2023-09-11,25.6,19.1,21.6,25.6,19.1,21.6,15.9,71.5,0,0,0,rain,0,0,23.2,18.4,242.8,1013.2,72.9,17.8,100.3,8.6,6,10,2023-09-11T06:28:25,2023-09-11T19:25:08,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-09-12,23.1,16.5,19.8,23.1,16.5,19.8,15.6,77.2,0.019,100,8.33,rain,0,0,23.2,15.4,273.2,1013.6,81.9,18.8,56.3,4.7,3,10,2023-09-12T06:30:00,2023-09-12T19:22:50,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03684099999,03772099999,03770099999"
london,2023-09-13,20.6,14.3,17,20.6,14.3,17,11.5,70.9,0.206,100,8.33,rain,0,0,30.3,18.8,19.3,1020.7,84.4,20.6,70.5,6.2,4,10,2023-09-13T06:31:36,2023-09-13T19:20:33,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03684099999,03772099999,03770099999"
london,2023-09-14,24.1,13.6,18,24.1,13.6,18,11.4,68.3,0,0,0,,0,0,31.7,12.7,215.9,1020.6,26,18.7,124.3,11,7,10,2023-09-14T06:33:11,2023-09-14T19:18:15,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,EGWU,EGLL,03768399999,03781099999,03672099999,03768099999,03684099999,03772099999,03680099999,D5621,03761099999,EGLC,03770099999"
london,2023-09-15,26.6,12.6,18.7,26.6,12.6,18.7,12.9,72.3,0,0,0,,0,0,25,10.9,141.5,1014.8,12.7,19.7,115.1,10.2,6,10,2023-09-15T06:34:47,2023-09-15T19:15:57,0,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,D5621,03781099999,03672099999,03684099999,03772099999,03770099999"
london,2023-09-16,27.1,14.6,20.2,27.1,14.6,20.2,13.6,69.5,0,0,0,,0,0,24.6,15.9,63.8,1012.8,25.1,18.8,111.8,9.7,6,10,2023-09-16T06:36:23,2023-09-16T19:13:38,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03684099999,03772099999,03770099999"
london,2023-09-17,20.8,17,18.7,20.8,17,18.7,15.7,83.2,0.033,100,16.67,rain,0,0,30.9,23.1,81.3,1010.5,81.4,10.1,45,4.1,2,10,2023-09-17T06:37:59,2023-09-17T19:11:20,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-09-18,20.1,14.5,17.4,20.1,14.5,17.4,13.5,79,14.16,100,37.5,rain,0,0,49.6,38.2,232.4,1002.1,69.5,17.3,63.2,5.4,3,10,2023-09-18T06:39:35,2023-09-18T19:09:01,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-09-19,19,13.3,16.6,19,13.3,16.6,12.8,78.1,0.4,100,4.17,rain,0,0,57.6,34.9,226.7,1005.9,78.9,13.5,49.3,4.2,2,10,2023-09-19T06:41:11,2023-09-19T19:06:43,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,EGWU,03680099999,EGLL,D5621,03781099999,03672099999,EGLC,03772099999,03770099999"
london,2023-09-20,20.6,14.5,17.9,20.6,14.5,17.9,14.5,81,0.152,100,33.33,rain,0,0,66.5,38.7,212.3,998.8,97.3,13.2,42.8,3.8,4,10,2023-09-20T06:42:47,2023-09-20T19:04:24,0.19,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"EGWU,03769099999,EGLL,03680099999,D5621,03781099999,03684099999,03672099999,F6665,EGLC,03772099999,03770099999"
london,2023-09-21,18.6,11.5,14.1,18.6,11.5,14.1,11.4,85,25.267,100,25,rain,0,0,19.6,14.6,215,995.6,59.5,19.1,72.5,6.2,4,10,2023-09-21T06:44:23,2023-09-21T19:02:06,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,F6665,03781099999,03672099999,03772099999,03770099999"
london,2023-09-22,18.1,10.6,13.5,18.1,10.6,13.5,9.7,79.8,7.942,100,8.33,rain,0,0,26.4,20.3,270.9,1000.9,46.9,20.1,79.1,6.8,6,10,2023-09-22T06:45:59,2023-09-22T18:59:47,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03684099999,03768099999,03772099999,03770099999"
london,2023-09-23,17.8,9,13.3,17.8,7.1,13,7.6,70.6,0.399,100,4.17,rain,0,0,25.5,18.5,254.3,1015.1,26.1,24.2,100.8,8.5,7,10,2023-09-23T06:47:36,2023-09-23T18:57:29,0.29,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03684099999,03772099999,03770099999"
london,2023-09-24,20.1,12.3,16.6,20.1,12.3,16.6,11.8,73.1,0,0,0,rain,0,0,45.5,27.1,183.8,1017.8,60.2,19.2,49.6,4.3,2,10,2023-09-24T06:49:12,2023-09-24T18:55:11,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-09-25,22.6,15.6,18.5,22.6,15.6,18.5,12.7,70.5,0,0,0,rain,0,0,39.3,23.2,217.4,1018.3,53.4,15.2,88.5,7.5,5,10,2023-09-25T06:50:49,2023-09-25T18:52:52,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03684099999,03772099999,03770099999"
london,2023-09-26,23.5,13.8,18.3,23.5,13.8,18.3,13.5,76,0,0,0,rain,0,0,41.2,25,204.3,1017,57.8,15.4,77,6.6,5,10,2023-09-26T06:52:26,2023-09-26T18:50:34,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03684099999,03772099999,03770099999"
london,2023-09-27,21.3,14.3,18,21.3,14.3,18,14.1,79,0,0,0,,0,0,44.7,32.2,182.3,1013.7,72.2,14.4,62.6,5.3,4,10,2023-09-27T06:54:03,2023-09-27T18:48:16,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-09-28,19.1,15.6,17.2,19.1,15.6,17.2,11.7,70.3,0.001,100,4.17,rain,0,0,44.6,25.2,214.8,1012.9,84.5,13.7,56.4,4.9,2,10,2023-09-28T06:55:40,2023-09-28T18:45:59,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,EGWU,EGLL,03768399999,03781099999,03672099999,03684099999,03768099999,03658099999,03772099999,03693099999,03680099999,D5621,03761099999,EGLC,03770099999"
london,2023-09-29,20,14.1,17.5,20,14.1,17.5,12.2,72.9,1.221,100,29.17,rain,0,0,40.7,22.4,270.2,1017.3,51.1,18.6,80,6.7,6,10,2023-09-29T06:57:18,2023-09-29T18:43:41,0.5,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03768099999,EGLC,03772099999,03770099999,03693099999"
london,2023-09-30,20.1,11.6,15.5,20.1,11.6,15.5,10.7,74,0,0,0,,0,0,28.7,20.4,200.9,1024.4,62.2,17.3,66.2,5.8,3,10,2023-09-30T06:58:56,2023-09-30T18:41:24,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-10-01,22.1,15.6,18.6,22.1,15.6,18.6,15.3,80.9,0,0,0,,0,0,26.4,17.3,212.3,1020.1,74.2,14.3,56.5,4.9,3,10,2023-10-01T07:00:33,2023-10-01T18:39:07,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-10-02,20.1,16.1,17.7,20.1,16.1,17.7,15.7,88.3,0.01,100,4.17,rain,0,0,26.7,16.8,168.9,1016,92.4,9.7,41.5,3.6,2,10,2023-10-02T07:02:12,2023-10-02T18:36:51,0.6,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-10-03,18.3,12.6,15.5,18.3,12.6,15.5,10.7,74,0.604,100,8.33,rain,0,0,41.8,26,269.1,1018.1,54.9,20.7,62.1,5.3,5,10,2023-10-03T07:03:50,2023-10-03T18:34:34,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03768399999,03781099999,03672099999,03761099999,EGLC,03658099999,03772099999,03770099999"
london,2023-10-04,18,11.1,14.3,18,11.1,14.3,9.7,75.3,0.198,100,4.17,rain,0,0,40,24.4,246.5,1025.8,47.6,19.2,65.5,5.6,4,10,2023-10-04T07:05:29,2023-10-04T18:32:19,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,EGWU,03680099999,EGLL,D5621,03781099999,03672099999,03768099999,EGLC,03772099999,03770099999"
london,2023-10-05,18.5,13.3,15.3,18.5,13.3,15.3,10.3,72.1,0,0,0,,0,0,29.5,19.3,233.9,1024.2,62.7,19.6,51.7,4.4,3,10,2023-10-05T07:07:07,2023-10-05T18:30:03,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,EGWU,03680099999,EGLL,D5621,03781099999,03672099999,03768099999,03684099999,EGLC,03772099999,03770099999"
london,2023-10-06,21,14.1,16.7,21,14.1,16.7,12.3,76,0,0,0,,0,0,29.1,23.3,235.5,1023,38.6,17.9,53.6,4.6,3,10,2023-10-06T07:08:47,2023-10-06T18:27:48,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-10-07,24.1,15,18.5,24.1,15,18.5,13.4,73,0,0,0,,0,0,30.7,22.3,233.1,1022.8,24.7,17.6,65.1,5.7,4,10,2023-10-07T07:10:26,2023-10-07T18:25:34,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-10-08,25.1,13.1,18.1,25.1,13.1,18.1,12.8,73.3,0,0,0,,0,0,19.2,14.1,239.5,1023.9,18.7,20.9,55.5,4.7,3,10,2023-10-08T07:12:06,2023-10-08T18:23:20,0.79,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-10-09,24.8,13.6,17.7,24.8,13.6,17.7,13.3,77,0,0,0,,0,0,15.3,9.6,249.7,1021.4,11.5,18.6,57.3,4.9,3,10,2023-10-09T07:13:46,2023-10-09T18:21:07,0.83,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-10-10,23.8,12.6,17.4,23.8,12.6,17.4,13.6,79.7,0,0,0,,0,0,33.4,21.8,228.2,1017.2,16.4,14,62.2,5.4,4,10,2023-10-10T07:15:26,2023-10-10T18:18:54,0.86,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-10-11,20.3,15.1,17.4,20.3,15.1,17.4,14.3,82.6,0.009,100,8.33,rain,0,0,34.4,21.2,220.6,1012.8,87.5,10.4,35.7,3.1,2,10,2023-10-11T07:17:07,2023-10-11T18:16:42,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-10-12,16.1,13.2,14.9,16.1,13.2,14.9,14.1,94.4,0.057,100,33.33,rain,0,0,26.4,13.5,260.5,1011.6,97.9,8.3,22.7,1.9,1,10,2023-10-12T07:18:48,2023-10-12T18:14:31,0.93,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03769099999,EGWU,EGLL,03768399999,03781099999,03672099999,03684099999,03768099999,03772099999,03680099999,D5621,EGLC,03770099999"
